W1,W2,W3,W4,W5,W6,W7,W8
0.536385,0.580171,0.653944,0.226483,0.238662,0.790944,0.324525,0.252519
0.120199,0.713341,0.679112,0.365413,0.361507,0.146228,0.612471,0.467567
0.795267,0.843687,0.947488,0.580313,0.450713,0.75881,0.480822,0.813001
0.502551,0.688287,0.506447,0.442655,0.889304,0.407433,0.18139,0.311517
0.227985,0.16247,0.443247,0.574665,0.280976,0.36217,0.210694,0.18415
0.831282,0.140398,0.0964215,0.543901,0.320119,0.899354,0.178334,0.559921
0.113443,0.345576,0.447863,0.630414,0.717339,0.457344,0.989046,0.22054
0.999325,0.812737,0.817019,0.889229,0.572473,0.166899,0.511232,0.195152
0.758302,0.00496105,0.412927,0.541687,0.805537,0.344456,0.99993,0.311425
0.51846,0.237734,0.60001,0.976396,0.568306,0.050395,0.229514,0.652781
0.476625,0.031866,0.0866782,0.39238,0.858264,0.0935862,0.995126,0.37375
0.272508,0.676943,0.117317,0.330053,0.470133,0.163681,0.815383,0.82541
0.963162,0.851611,0.991475,0.502711,0.782064,0.631817,0.169327,0.484591
0.319447,0.769413,0.65388,0.771235,0.994368,0.743317,0.794338,0.868989
0.452952,0.576447,0.636178,0.587253,0.548072,0.779221,0.376326,0.608822
0.533218,0.268798,0.866654,0.688743,0.455712,0.520808,0.504046,0.84598
0.78338,0.916119,0.276173,0.134535,0.861245,0.0224217,0.189186,0.0360513
0.412335,0.836647,0.665982,0.985234,0.736434,0.599494,0.671058,0.435983
0.909796,0.930324,0.0746812,0.839058,0.365237,0.338167,0.77647,0.89317
0.120651,0.886399,0.0548683,0.0345712,0.939059,0.784383,0.140249,0.302862
0.872467,0.764557,0.866962,0.0718327,0.679618,0.895873,0.0318907,0.337495
0.651388,0.607904,0.888069,0.0842065,0.0622793,0.425906,0.565561,0.499263
0.431496,0.747671,0.981384,0.320619,0.919091,0.998145,0.694966,0.302968
0.137163,0.298199,0.898204,0.161726,0.184333,0.830769,0.750893,0.189401
0.0184175,0.721261,0.127804,0.0528893,0.468807,0.628842,0.686324,0.638852
0.365739,0.90146,0.155064,0.981675,0.362655,0.787793,0.497957,0.646515
0.0173089,0.0440694,0.813458,0.695637,0.480524,0.98283,0.440825,0.0301302
0.471443,0.342488,0.520083,0.710775,0.0232124,0.179322,0.923149,0.58771
0.131659,0.238401,0.792211,0.234658,0.167949,0.433295,0.328742,0.658821
0.844853,0.0706927,0.608396,0.785434,0.77855,0.415756,0.539569,0.070722
0.957407,0.448427,0.767147,0.798492,0.521375,0.96392,0.565088,0.882294
0.19613,0.0706377,0.941277,0.169013,0.701931,0.107551,0.348461,0.708928
0.737742,0.904038,0.664025,0.381693,0.691299,0.811262,0.965841,0.509681
0.055588,0.451075,0.736243,0.373213,0.787397,0.459526,0.497015,0.818106
0.514494,0.527844,0.251178,0.797725,0.353541,0.625618,0.881525,0.0568199
0.118785,0.971393,0.0965097,0.360366,0.209888,0.787195,0.491766,0.26468
0.642652,0.798676,0.775125,0.556015,0.667344,0.924702,0.713625,0.239502
0.162659,0.524462,0.706991,0.40803,0.653655,0.92778,0.379206,0.791104
0.0616721,0.319554,0.701953,0.968085,0.943239,0.990068,0.886456,0.193995
0.558503,0.838203,0.227391,0.69781,0.606893,0.920339,0.744444,0.851871
0.144378,0.0610586,0.918428,0.754875,0.54341,0.431128,0.867978,0.99912
0.368282,0.205267,0.467953,0.143299,0.599881,0.777671,0.248696,0.56117
0.201192,0.284192,0.564517,0.829783,0.291012,0.419223,0.932683,0.372301
0.000180244,0.733,0.636805,0.314419,0.473821,0.663853,0.0243804,0.994219
0.810001,0.570368,0.687419,0.540768,0.610243,0.19544,0.783495,0.638921
0.90307,0.623925,0.0719464,0.0650747,0.759545,0.173632,0.154659,0.450151
0.440653,0.256719,0.979963,0.267766,0.350529,0.956456,0.0732551,0.744279
0.365834,0.16957,0.0617269,0.355768,0.938407,0.985037,0.855591,0.247915
0.364805,0.239347,0.281564,0.0537225,0.142446,0.941378,0.542271,0.812488
0.287875,0.0910348,0.460477,0.443574,0.351639,0.301473,0.519115,0.460236
0.835094,0.854844,0.817869,0.561998,0.553385,0.926621,0.141561,0.738939
0.97588,0.87946,0.175803,0.970202,0.949367,0.530584,0.0668954,0.548532
0.214291,0.691378,0.0260636,0.0902707,0.679232,0.860271,0.208262,0.567417
0.666012,0.236391,0.942776,0.0172428,0.219676,0.272945,0.344507,0.888156
0.440749,0.615784,0.38827,0.231177,0.65516,0.942577,0.571035,0.216695
0.412788,0.311367,0.132118,0.0641453,0.680342,0.519915,0.833644,0.612463
0.846552,0.451896,0.825309,0.504105,0.0691445,0.481509,0.948032,0.218833
0.502365,0.163436,0.857983,0.233783,0.108638,0.269316,0.546193,0.764854
0.229018,0.227187,0.768513,0.984997,0.503933,0.623717,0.892825,0.730637
0.712043,0.0430759,0.889361,0.605635,0.604162,0.955393,0.802755,0.676816
0.432182,0.298197,0.697593,0.478654,0.072566,0.437747,0.143366,0.466657
0.415946,0.473402,0.651274,0.799632,0.622333,0.872423,0.409396,0.25385
0.931265,0.343707,0.436776,0.368936,0.288745,0.70141,0.175209,0.206404
0.14712,0.828788,0.496503,0.651629,0.0388703,0.477282,0.516662,0.55959
0.0198382,0.14274,0.472908,0.0725648,0.434805,0.3894,0.0255569,0.772435
0.424017,0.0874435,0.583221,0.12502,0.165541,0.39255,0.782596,0.569014
0.946802,0.906387,0.721389,0.1776,0.211317,0.166658,0.637882,0.507137
0.73077,0.903755,0.523654,0.299796,0.674929,0.385077,0.530823,0.935382
0.311909,0.234562,0.302097,0.822566,0.658614,0.244875,0.13306,0.43613
0.155075,0.507804,0.40253,0.687749,0.539928,0.810566,0.27362,0.756712
0.989113,0.550627,0.33895,0.946997,0.49117,0.317181,0.966514,0.413823
0.852899,0.638331,0.267555,0.731359,0.0196806,0.561342,0.517662,0.777184
0.673597,0.57279,0.438837,0.0405046,0.881859,0.292744,0.498152,0.407335
0.269521,0.531469,0.103351,0.945048,0.321427,0.806031,0.285346,0.351047
0.90255,0.919103,0.144665,0.944057,0.648868,0.184548,0.320816,0.888891
0.265706,0.0159408,0.8605,0.0902358,0.809932,0.0209392,0.926927,0.0503806
0.853652,0.207333,0.564738,0.136973,0.921493,0.381052,0.815838,0.484535
0.419129,0.582757,0.100553,0.365722,0.801718,0.128475,0.831327,0.809971
0.0856867,0.741225,0.630719,0.133929,0.378168,0.0256615,0.927397,0.444674
0.935458,0.526429,0.481537,0.502179,0.808854,0.422075,0.763248,0.544043
0.823568,0.957767,0.855017,0.716152,0.0391798,0.852404,0.711941,0.46743
0.932453,0.985954,0.921326,0.624656,0.204812,0.177467,0.0117171,0.124395
0.637031,0.79841,0.32559,0.108263,0.681419,0.113164,0.375795,0.250088
0.986515,0.727253,0.952579,0.366414,0.620491,0.133952,0.938164,0.445735
0.629252,0.156387,0.733432,0.0985287,0.86248,0.152841,0.511691,0.188483
0.429087,0.848998,0.0899156,0.813984,0.456942,0.523783,0.376841,0.646484
0.277017,0.0515507,0.363368,0.999101,0.902152,0.49844,0.581695,0.232932
0.82933,0.644259,0.424718,0.638624,0.133411,0.565598,0.077073,0.138306
0.929461,0.441882,0.985767,0.30507,0.204323,0.443027,0.423549,0.0517313
0.954576,0.0133188,0.78015,0.854112,0.887474,0.418374,0.753175,0.772312
